probe_id	symbol	gene_id
ILMN_1701610		646892
ILMN_1701613		5920
ILMN_1701614		79577
ILMN_1701621		9997
ILMN_1701630		653114
ILMN_1701637		25830
ILMN_1701643		81544
ILMN_1701644		56100
ILMN_1701645		401535
ILMN_1701648		80311
ILMN_1701653		429
ILMN_1701655		80024
ILMN_1701661		9420
ILMN_1701681		90701
ILMN_1701686		100507714
ILMN_1701696		6727
ILMN_1701700		56062
ILMN_1701711		10902
ILMN_1701724		51608
ILMN_1701731		231
ILMN_1701749		7386
ILMN_1701753		3190
ILMN_1701765		50
ILMN_1701770		150159
ILMN_1701774		26985
ILMN_1701783		1638
ILMN_1701789		3437
ILMN_1701820		148203
ILMN_1701827		57863
ILMN_1701831		2938
ILMN_1701837		11275
ILMN_1701854		2787
ILMN_1701855		5501
ILMN_1701869		26263
ILMN_1701873		375759
ILMN_1701875		7791
ILMN_1701877		558
ILMN_1701881		22891
ILMN_1701891		401137
ILMN_1701905		84660
ILMN_1701906		10871
ILMN_1701911		140947
ILMN_1701914		29126
ILMN_1701918		126823
ILMN_1701924		145820
ILMN_1701930		1933
ILMN_1701933		6622
ILMN_1701937		80781
ILMN_1701940		84895
ILMN_1701943		646982
ILMN_1701947		2857
ILMN_1701958		1739
ILMN_1701966		286467
ILMN_1701967		6464
ILMN_1701975		389015
ILMN_1701991		8867
ILMN_1701993		2894
ILMN_1701998		60312
ILMN_1702009		9900
ILMN_1702018		58508
ILMN_1702020		153478
ILMN_1702044		116840
ILMN_1702055		152015
ILMN_1702056		10712
ILMN_1702065		84975
ILMN_1702072		5897
ILMN_1702073		57489
ILMN_1702097		219938
ILMN_1702105		10278
ILMN_1702107		11149
ILMN_1702120		25915
ILMN_1702124		222484
ILMN_1702125		3217
ILMN_1702127		6706
ILMN_1702140		29127
ILMN_1702149		27092
ILMN_1702168		51144
ILMN_1702171		79888
ILMN_1702175		7982
ILMN_1702177		2739
ILMN_1702189		460
ILMN_1702197		89958
ILMN_1702198		3150
ILMN_1702199		407738
ILMN_1702202		644076
ILMN_1702205		56143
ILMN_1702211		7050
ILMN_1702217		4761
ILMN_1702218		11201
ILMN_1702221		84515
ILMN_1702226		388815
ILMN_1702229		27439
ILMN_1702231		79630
ILMN_1702237		2280
ILMN_1702244		137695
ILMN_1702247		23582
ILMN_1702255		57582
ILMN_1702265		84064
ILMN_1702279		9371
ILMN_1702296		9607
ILMN_1702301		55619
ILMN_1702305		4684
ILMN_1702310		8549
ILMN_1702320		9832
ILMN_1702322		259173
ILMN_1702329		1821
ILMN_1702335		10902
ILMN_1702363		23213
ILMN_1702372		128822
ILMN_1702383		1258
ILMN_1702384		51123
ILMN_1702385		23547
ILMN_1702389		23144
ILMN_1702396		11252
ILMN_1702401		342372
ILMN_1702407		10927
ILMN_1702413		286187
ILMN_1702419		340146
ILMN_1702420		9752
ILMN_1702430		11063
ILMN_1702443		23268
ILMN_1702447		10644
ILMN_1702450		6419
ILMN_1702479		3205
ILMN_1702487		6446
ILMN_1702489		84676
ILMN_1702496		441461
ILMN_1702498		94033
ILMN_1702501		6196
ILMN_1702503		218
ILMN_1702517		50937
ILMN_1702526		56985
ILMN_1702530		7179
ILMN_1702534		51744
ILMN_1702538		26083
ILMN_1702541		84081
ILMN_1702566		796
ILMN_1702568		89853
ILMN_1702584		374355
ILMN_1702585		6418
ILMN_1702586		100132336
ILMN_1702592		84942
ILMN_1702604		3738
ILMN_1702609		84002
ILMN_1702613		388960
ILMN_1702618		51666
ILMN_1702633		54884
ILMN_1702635		23008
ILMN_1702636		84617
ILMN_1702637		55859
ILMN_1702657		440695
ILMN_1702663		643224
ILMN_1702676		80169
ILMN_1702678		646074
ILMN_1702681		27303
ILMN_1702683		9197
ILMN_1702684		4552
ILMN_1702691		7128
ILMN_1702696		246181
ILMN_1702698		134353
ILMN_1702708		5523
ILMN_1702712		84675
ILMN_1702715		4204
ILMN_1702723		8428
ILMN_1702727		389102
ILMN_1702738		147700
ILMN_1702739		257062
ILMN_1702740		91156
ILMN_1702755		9210
ILMN_1702759		56255
ILMN_1702760		595135
ILMN_1702763		79830
ILMN_1702764		54708
ILMN_1702769		340665
ILMN_1702775		4041
ILMN_1702780		55623
ILMN_1702783		6627
ILMN_1702787		64218
ILMN_1702789		85442
ILMN_1702797		90522
ILMN_1702799		441956
ILMN_1702806		79031
ILMN_1702807		26686
ILMN_1702812		401260
ILMN_1702817		146712
ILMN_1702821		79739
ILMN_1702822		4915
ILMN_1702824		120787
ILMN_1702829		199974
ILMN_1702830		259291
ILMN_1702831		283726
ILMN_1702835		6451
ILMN_1702837		5707
ILMN_1702858		137872
ILMN_1702861		6444
ILMN_1702866		79854
ILMN_1702889		391191
ILMN_1702899		144100
ILMN_1702911		11142
ILMN_1702928		26268
ILMN_1702933		79924
ILMN_1702943		65989
ILMN_1702946		55623
ILMN_1702960		644100
ILMN_1702965		5149
ILMN_1702970		171389
ILMN_1702972		2702
ILMN_1702973		84141
ILMN_1702979		6474
ILMN_1703005		8665
ILMN_1703006		23787
ILMN_1703009		56975
ILMN_1703013		79050
ILMN_1703015		9406
ILMN_1703016		8913
ILMN_1703034		139422
ILMN_1703036		56897
ILMN_1703041		3425
ILMN_1703049		9465
ILMN_1703052		642938
ILMN_1703060		83849
ILMN_1703072		10488
ILMN_1703074		1362
ILMN_1703075		5697
ILMN_1703079		9054
ILMN_1703081		59352
ILMN_1703092		9401
ILMN_1703100		11011
ILMN_1703108		9246
ILMN_1703109		392232
ILMN_1703110		23704
ILMN_1703111		55212
ILMN_1703119		644997
ILMN_1703123		64651
ILMN_1703132		57226
ILMN_1703140		4734
ILMN_1703142		51257
ILMN_1703153		84656
ILMN_1703158		9814
ILMN_1703174		341640
ILMN_1703178		7857
ILMN_1703180		2117
ILMN_1703183		344561
ILMN_1703188		2266
ILMN_1703196		23683
ILMN_1703197		81797
ILMN_1703205		1908
ILMN_1703222		10818
ILMN_1703226		112970
ILMN_1703228		3268
ILMN_1703244		81631
ILMN_1703246		6305
ILMN_1703263		11262
ILMN_1703273		55075
ILMN_1703279		55086
ILMN_1703284		84501
ILMN_1703288		91304
ILMN_1703301		653479
ILMN_1703305		11344
ILMN_1703314		79786
ILMN_1703316		255783
ILMN_1703324		23590
ILMN_1703325		84100
ILMN_1703326		11251
ILMN_1703327		9051
ILMN_1703330		56929
ILMN_1703335		114294
ILMN_1703337		100008588
ILMN_1703346		1145
ILMN_1703369		220988
ILMN_1703370		84885
ILMN_1703374		89796
ILMN_1703379		27072
ILMN_1703408		7976
ILMN_1703409		284861
ILMN_1703412		26524
ILMN_1703425		100507206
ILMN_1703427		6651
ILMN_1703430		55702
ILMN_1703435		26149
ILMN_1703441		51042
ILMN_1703459		7484
ILMN_1703470		57057
ILMN_1703471		22926
ILMN_1703474		51426
ILMN_1703475		63967
ILMN_1703477		9181
ILMN_1703487		8543
ILMN_1703500		3785
ILMN_1703507		9677
ILMN_1703511		23024
ILMN_1703524		6730
ILMN_1703531		1903
ILMN_1703538		199
ILMN_1703545		1444
ILMN_1703557		440518
ILMN_1703558		2275
ILMN_1703564		83658
ILMN_1703565		29997
ILMN_1703570		100505739
ILMN_1703572		64881
ILMN_1703573		55192
ILMN_1703593		55971
ILMN_1703599		54768
ILMN_1703617		10598
ILMN_1703622		5479
ILMN_1703635		1936
ILMN_1703648		388595
ILMN_1703650		10318
ILMN_1703667		3761
ILMN_1703679		2214
ILMN_1703683		25839
ILMN_1703684		4674
ILMN_1703686		2972
ILMN_1703688		5922
ILMN_1703692		203068
ILMN_1703695		83636
ILMN_1703697		10314
ILMN_1703708		387273
ILMN_1703718		10574
ILMN_1703720		51639
ILMN_1703727		165057
ILMN_1703743		26574
ILMN_1703749		390154
ILMN_1703754		55125
ILMN_1703765		2835
ILMN_1703787		496
ILMN_1703791		310
ILMN_1703803		9508
ILMN_1703826		137970
ILMN_1703832		158835
ILMN_1703839		149954
ILMN_1703843		65059
ILMN_1703844		51143
ILMN_1703852		1948
ILMN_1703855		6317
ILMN_1703864		389376
ILMN_1703866		6829
ILMN_1703883		135924
ILMN_1703886		6567
ILMN_1703891		23158
ILMN_1703906		55355
ILMN_1703910		254786
ILMN_1703913		667
ILMN_1703916		8195
ILMN_1703926		5732
ILMN_1703946		136
ILMN_1703949		3837
ILMN_1703955		114907
ILMN_1703969		23042
ILMN_1703973		642826
ILMN_1703980		4081
ILMN_1703984		81789
ILMN_1703989		10139
ILMN_1704000		27179
ILMN_1704014		730256
ILMN_1704015		8831
ILMN_1704019		79676
ILMN_1704022		131920
ILMN_1704024		54958
ILMN_1704043		643905
ILMN_1704045		10522
ILMN_1704056		85495
ILMN_1704063		23416
ILMN_1704065		400768
ILMN_1704078		81569
ILMN_1704079		55544
ILMN_1704084		8418
ILMN_1704086		134466
ILMN_1704089		3249
ILMN_1704091		8694
ILMN_1704094		5687
ILMN_1704101		3299
ILMN_1704135		388242
ILMN_1704139		207063
ILMN_1704154		55504
ILMN_1704163		6783
ILMN_1704164		23400
ILMN_1704166		348801
ILMN_1704173		150209
ILMN_1704176		85481
ILMN_1704195		197258
ILMN_1704196		1829
ILMN_1704206		387129
ILMN_1704208		5771
ILMN_1704210		85445
ILMN_1704222		54953
ILMN_1704236		4149
ILMN_1704238		112487
ILMN_1704245		84700
ILMN_1704247		3909
ILMN_1704253		64771
ILMN_1704255		100132916
ILMN_1704261		29098
ILMN_1704286		53827
ILMN_1704290		9517
ILMN_1704291		51142
ILMN_1704294		1001
ILMN_1704295		220594
ILMN_1704302		387640
ILMN_1704305		51388
ILMN_1704313		79807
ILMN_1704315		6157
ILMN_1704321		3558
ILMN_1704335		8087
ILMN_1704342		9690
ILMN_1704351		79446
ILMN_1704353		3321
ILMN_1704354		23154
ILMN_1704358		7697
ILMN_1704362		7727
ILMN_1704369		51474
ILMN_1704376		342035
ILMN_1704377		389856
ILMN_1704380		388324
ILMN_1704383		4591
ILMN_1704398		8326
ILMN_1704404		5719
ILMN_1704410		9373
ILMN_1704418		2297
ILMN_1704424		22925
ILMN_1704441		80032
ILMN_1704452		607
ILMN_1704464		2843
ILMN_1704472		163126
ILMN_1704476		283152
ILMN_1704477		9377
ILMN_1704485		26333
ILMN_1704497		147183
ILMN_1704500		55620
ILMN_1704529		5478
ILMN_1704531		22949
ILMN_1704537		26227
ILMN_1704550		51582
ILMN_1704554		643733
ILMN_1704557		6198
ILMN_1704571		9679
ILMN_1704575		144124
ILMN_1704579		154664
ILMN_1704598		23553
ILMN_1704617		151651
ILMN_1704619		51699
ILMN_1704621		54521
ILMN_1704629		6512
ILMN_1704637		152992
ILMN_1704656		5519
ILMN_1704665		2824
ILMN_1704672		79035
ILMN_1704674		439927
ILMN_1704675		3547
ILMN_1704682		80832
ILMN_1704702		4176
ILMN_1704704		344405
ILMN_1704713		53944
ILMN_1704730		22918
ILMN_1704750		203068
ILMN_1704751		10887
ILMN_1704753		2034
ILMN_1704760		9689
ILMN_1704761		100271835
ILMN_1704765		342945
ILMN_1704785		282969
ILMN_1704790		283985
ILMN_1704793		339344
ILMN_1704795		4140
ILMN_1704797		10462
ILMN_1704842		10124
ILMN_1704859		346525
ILMN_1704861		4640
ILMN_1704868		648570
ILMN_1704870		8993
ILMN_1704873		6921
ILMN_1704876		84640
ILMN_1704916		497048
ILMN_1704941		60490
ILMN_1704943		51184
ILMN_1704961		71
ILMN_1704972		85363
ILMN_1704973		1757
ILMN_1704980		79033
ILMN_1704985		1593
ILMN_1704987		23217
ILMN_1705018		5928
ILMN_1705019		2668
ILMN_1705032		81929
ILMN_1705035		23194
ILMN_1705047		51311
ILMN_1705049		91147
ILMN_1705064		81565
ILMN_1705066		121551
ILMN_1705077		347168
ILMN_1705080		57152
ILMN_1705085		286103
ILMN_1705093		5001
ILMN_1705111		22862
ILMN_1705114		8650
ILMN_1705116		63027
ILMN_1705124		201140
ILMN_1705141		27101
ILMN_1705144		8408
ILMN_1705151		10946
ILMN_1705153		4744
ILMN_1705172		115111
ILMN_1705183		4353
ILMN_1705187		163404
ILMN_1705201		2303
ILMN_1705207		400221
ILMN_1705208		480
ILMN_1705210		160622
ILMN_1705213		64114
ILMN_1705218		6399
ILMN_1705224		375346
ILMN_1705225		283659
ILMN_1705231		6578
ILMN_1705241		23424
ILMN_1705243		6906
ILMN_1705244		8701
ILMN_1705247		51703
ILMN_1705250		92949
ILMN_1705252		11202
ILMN_1705253		5789
ILMN_1705258		8532
ILMN_1705261		823
ILMN_1705264		143872
ILMN_1705266		5970
ILMN_1705297		4608
ILMN_1705301		7004
ILMN_1705302		2217
ILMN_1705310		7716
ILMN_1705324		146713
ILMN_1705326		346288
ILMN_1705330		998
ILMN_1705337		374955
ILMN_1705342		55187
ILMN_1705346		26960
ILMN_1705352		10690
ILMN_1705353		100506990
ILMN_1705364		7917
ILMN_1705371		26220
ILMN_1705372		51298
ILMN_1705390		84861
ILMN_1705392		4086
ILMN_1705396		5290
ILMN_1705397		5164
ILMN_1705403		29785
ILMN_1705407		10528
ILMN_1705414		23587
ILMN_1705419		148898
ILMN_1705423		26083
ILMN_1705433		79872
ILMN_1705442		123920
ILMN_1705444		283788
ILMN_1705447		172
ILMN_1705458		25893
ILMN_1705464		64975
ILMN_1705466		158763
ILMN_1705468		5290
ILMN_1705477		57118
ILMN_1705484		643441
ILMN_1705495		5949
ILMN_1705496		100289097
ILMN_1705515		65110
ILMN_1705522		6674
ILMN_1705527		100129860
ILMN_1705546		5460
ILMN_1705551		120793
ILMN_1705562		23255
ILMN_1705570		55506
ILMN_1705579		58538
ILMN_1705594		55226
ILMN_1705602		339451
ILMN_1705617		1072
ILMN_1705627		9099
ILMN_1705629		26872
ILMN_1705630		641700
ILMN_1705637		49
ILMN_1705648		49
ILMN_1705653		4059
ILMN_1705656		147429
ILMN_1705659		196472
ILMN_1705663		23312
ILMN_1705674		6820
ILMN_1705676		56246
ILMN_1705677		400798
ILMN_1705679		9667
ILMN_1705682		10536
ILMN_1705685		4211
ILMN_1705686		4900
ILMN_1705689		8038
ILMN_1705711		10920
ILMN_1705733		23248
ILMN_1705735		138724
ILMN_1705737		3615
ILMN_1705743		55701
ILMN_1705745		401994
ILMN_1705746		55341
ILMN_1705750		7052
ILMN_1705753		84319
ILMN_1705757		85417
ILMN_1705763		6343
ILMN_1705769		3574
ILMN_1705774		84948
ILMN_1705783		10482
ILMN_1705813		1080
ILMN_1705814		144501
ILMN_1705828		253260
ILMN_1705834		146057
ILMN_1705848		90736
ILMN_1705849		6697
ILMN_1705861		10053
ILMN_1705865		129446
ILMN_1705869		440297
ILMN_1705871		23259
ILMN_1705876		4673
ILMN_1705892		4068
ILMN_1705900		25814
ILMN_1705907		9972
ILMN_1705908		285855
ILMN_1705921		401105
ILMN_1705922		10458
ILMN_1705928		23020
ILMN_1705953		91694
ILMN_1705984		3176
ILMN_1705985		5277
ILMN_1705986		7975
ILMN_1706005		2592
ILMN_1706013		2495
ILMN_1706015		131583
ILMN_1706021		56649
ILMN_1706031		23189
ILMN_1706051		200150
ILMN_1706056		377841
ILMN_1706057		1431
ILMN_1706065		284800
ILMN_1706070		27165
ILMN_1706075		23451
ILMN_1706077		245938
ILMN_1706094		25831
ILMN_1706100		23405
ILMN_1706101		136895
ILMN_1706117		6210
ILMN_1706118		90861
ILMN_1706140		389860
ILMN_1706149		84306
ILMN_1706154		22858
ILMN_1706176		346562
ILMN_1706186		196500
ILMN_1706193		345930
ILMN_1706200		51586
ILMN_1706203		55084
ILMN_1706207		3770
ILMN_1706213		342346
ILMN_1706217		7099
ILMN_1706225		9683
ILMN_1706238		1434
ILMN_1706246		22948
ILMN_1706248		387646
ILMN_1706261		28232
ILMN_1706262		84264
ILMN_1706265		391712
ILMN_1706266		114804
ILMN_1706268		5729
ILMN_1706273		81532
ILMN_1706275		65265
ILMN_1706287		399746
ILMN_1706301		5979
ILMN_1706302		53616
ILMN_1706304		192670
ILMN_1706326		9553
ILMN_1706337		401474
ILMN_1706342		155061
ILMN_1706344		57406
ILMN_1706345		79867
ILMN_1706357		5990
ILMN_1706376		5007
ILMN_1706386		55630
ILMN_1706390		54578
ILMN_1706397		79643
ILMN_1706403		5449
ILMN_1706404		3875
ILMN_1706406		10079
ILMN_1706410		135458
ILMN_1706411		653562
ILMN_1706413		51093
ILMN_1706418		79813
ILMN_1706419		53345
ILMN_1706426		11034
ILMN_1706434		440359
ILMN_1706440		4192
ILMN_1706441		80761
ILMN_1706455		91875
ILMN_1706478		3204
ILMN_1706483		79098
ILMN_1706493		343472
ILMN_1706497		22953
ILMN_1706498		29940
ILMN_1706502		5610
ILMN_1706505		1289
ILMN_1706506		285676
ILMN_1706511		7008
ILMN_1706519		3918
ILMN_1706521		1455
ILMN_1706523		2212
ILMN_1706531		10057
ILMN_1706538		57119
ILMN_1706539		51780
ILMN_1706546		4149
ILMN_1706548		57731
ILMN_1706553		9887
ILMN_1706558		55006
ILMN_1706571		11046
ILMN_1706579		6462
ILMN_1706582		23780
ILMN_1706583		1737
ILMN_1706590		4298
ILMN_1706593		51535
ILMN_1706598		92370
ILMN_1706610		51054
ILMN_1706635		1991
ILMN_1706643		1293
ILMN_1706644		627
ILMN_1706645		115004
ILMN_1706649		390429
ILMN_1706652		4968
ILMN_1706660		81888
ILMN_1706664		284716
ILMN_1706672		50833
ILMN_1706677		5594
ILMN_1706682		85508
ILMN_1706687		51088
ILMN_1706690		3795
ILMN_1706691		55231
ILMN_1706699		79640
ILMN_1706706		10238
ILMN_1706708		83481
ILMN_1706718		283232
ILMN_1706722		4345
ILMN_1706734		26036
ILMN_1706758		9632
ILMN_1706764		55204
ILMN_1706775		2645
ILMN_1706779		3978
ILMN_1706783		6876
ILMN_1706784		94239
ILMN_1706805		29850
ILMN_1706813		11254
ILMN_1706817		27230
ILMN_1706818		63892
ILMN_1706825		5586
ILMN_1706832		146279
ILMN_1706838		245932
ILMN_1706839		10915
ILMN_1706841		441531
ILMN_1706845		4983
ILMN_1706852		1440
ILMN_1706858		283970
ILMN_1706859		91689
ILMN_1706864		6419
ILMN_1706873		6164
ILMN_1706886		605
ILMN_1706893		92070
ILMN_1706901		3239
ILMN_1706911		5680
ILMN_1706935		64753
ILMN_1706945		25992
ILMN_1706957		657
ILMN_1706958		5111
ILMN_1706959		29928
ILMN_1706960		56243
ILMN_1706963		103
ILMN_1706967		11016
ILMN_1706969		221336
ILMN_1706990		10778
ILMN_1707002		55217
ILMN_1707005		6932
ILMN_1707021		100272228
ILMN_1707051		4772
ILMN_1707055		79927
ILMN_1707062		51455
ILMN_1707065		27164
ILMN_1707066		139599
ILMN_1707070		5118
ILMN_1707077		6272
ILMN_1707084		51619
ILMN_1707088		79961
ILMN_1707095		7733
ILMN_1707123		11269
ILMN_1707124		7035
ILMN_1707128		57710
ILMN_1707137		400566
ILMN_1707156		9209
ILMN_1707169		79814
ILMN_1707173		8290
ILMN_1707175		64324
ILMN_1707199		91833
ILMN_1707200		124872
ILMN_1707232		253738
ILMN_1707236		3052
ILMN_1707240		58155
ILMN_1707244		84224
ILMN_1707257		8356
ILMN_1707258		7349
ILMN_1707273		386679
ILMN_1707286		79887
ILMN_1707292		339210
ILMN_1707304		10661
ILMN_1707308		8517
ILMN_1707310		11343
ILMN_1707311		84692
ILMN_1707312		4783
ILMN_1707314		5077
ILMN_1707318		643210
ILMN_1707323		29951
ILMN_1707326		55617
ILMN_1707328		3822
ILMN_1707336		10093
ILMN_1707337		55154
ILMN_1707339		10950
ILMN_1707342		26018
ILMN_1707350		286319
ILMN_1707351		120775
ILMN_1707356		1073
ILMN_1707368		4985
ILMN_1707370		155184
ILMN_1707372		149603
ILMN_1707380		5549
ILMN_1707391		252983
ILMN_1707398		2103
ILMN_1707426		339302
ILMN_1707433		388503
ILMN_1707448		51755
ILMN_1707461		255220
ILMN_1707467		1182
ILMN_1707469		55589
ILMN_1707475		7325
ILMN_1707481		29068
ILMN_1707484		79833
ILMN_1707491		9834
ILMN_1707493		1104
ILMN_1707503		26099
ILMN_1707506		91746
ILMN_1707513		54858
ILMN_1707534		55922
ILMN_1707548		56852
ILMN_1707551		125061
ILMN_1707553		64762
ILMN_1707571		2558
ILMN_1707578		100128374
ILMN_1707585		57864
ILMN_1707591		79931
ILMN_1707592		9104
ILMN_1707598		85388
ILMN_1707600		23038
ILMN_1707627		7167
ILMN_1707631		84246
ILMN_1707634		152100
ILMN_1707649		8777
ILMN_1707652		83895
ILMN_1707659		121006
ILMN_1707668		353164
ILMN_1707670		10686
ILMN_1707685		441242
ILMN_1707689		150946
ILMN_1707694		728118
ILMN_1707695		3434
ILMN_1707710		6540
ILMN_1707713		130106
ILMN_1707717		79870
ILMN_1707720		6510
ILMN_1707727		51129
ILMN_1707734		4826
ILMN_1707741		353149
ILMN_1707748		415116
ILMN_1707760		81309
ILMN_1707763		7982
ILMN_1707769		245711
ILMN_1707775		113835
ILMN_1707783		51372
ILMN_1707791		6901
ILMN_1707799		139189
ILMN_1707807		79589
ILMN_1707810		6193
ILMN_1707816		84503
ILMN_1707828		54579
ILMN_1707858		3015
ILMN_1707872		55680
ILMN_1707881		23057
ILMN_1707901		25979
ILMN_1707904		641518
ILMN_1707925		145447
ILMN_1707943		126074
ILMN_1707945		92797
ILMN_1707957		100132481
ILMN_1707958		166
ILMN_1707965		100192378
ILMN_1707968		65065
ILMN_1707975		3053
ILMN_1707979		440068
ILMN_1707983		649264
ILMN_1707985		283150
ILMN_1708006		4277
ILMN_1708009		55915
ILMN_1708016		116151
ILMN_1708023		399706
ILMN_1708025		11030
ILMN_1708029		51754
ILMN_1708041		79156
ILMN_1708047		79058
ILMN_1708056		256006
ILMN_1708059		8975
ILMN_1708064		4134
ILMN_1708077		1616
ILMN_1708081		253558
ILMN_1708093		7984
ILMN_1708095		80025
ILMN_1708098		128077
ILMN_1708101		84823
ILMN_1708105		2146
ILMN_1708107		1805
ILMN_1708110		55314
ILMN_1708130		26298
ILMN_1708131		80823
ILMN_1708132		10762
ILMN_1708143		8933
ILMN_1708147		9519
ILMN_1708151		8270
ILMN_1708152		254240
ILMN_1708159		9463
ILMN_1708164		8661
ILMN_1708167		64866
ILMN_1708174		26088
ILMN_1708182		4956
ILMN_1708183		5858
ILMN_1708203		54726
ILMN_1708204		22820
ILMN_1708214		344967
ILMN_1708223		56924
ILMN_1708238		119678
ILMN_1708248		10859
ILMN_1708249		9572
ILMN_1708261		388228
ILMN_1708277		414236
ILMN_1708303		126410
ILMN_1708304		56673
ILMN_1708323		212
ILMN_1708328		9727
ILMN_1708337		124056
ILMN_1708340		1612
ILMN_1708341		5174
ILMN_1708345		30836
ILMN_1708348		101
ILMN_1708351		100507056
ILMN_1708363		4016
ILMN_1708369		58513
ILMN_1708375		3659
ILMN_1708381		9098
ILMN_1708382		54859
ILMN_1708391		9971
ILMN_1708393		284546
ILMN_1708398		284427
ILMN_1708402		9
ILMN_1708414		54552
ILMN_1708416		23204
ILMN_1708421		81876
ILMN_1708427		3839
ILMN_1708428		285601
ILMN_1708432		23236
ILMN_1708451		51227
ILMN_1708482		283232
ILMN_1708485		55909
ILMN_1708486		1265
ILMN_1708492		285768
ILMN_1708496		9024
ILMN_1708502		27125
ILMN_1708508		22843
ILMN_1708510		84901
ILMN_1708513		149428
ILMN_1708516		56952
ILMN_1708529		60676
ILMN_1708534		7849
ILMN_1708537		3516
ILMN_1708542		100507507
ILMN_1708569		5370
ILMN_1708570		349196
ILMN_1708580		10158
ILMN_1708583		26338
ILMN_1708588		111
ILMN_1708604		51622
ILMN_1708608		441869
ILMN_1708611		5962
ILMN_1708619		81929
ILMN_1708627		6726
ILMN_1708646		642929
ILMN_1708660		201965
ILMN_1708672		39
ILMN_1708686		284047
ILMN_1708709		57482
ILMN_1708710		389400
ILMN_1708714		3925
ILMN_1708721		9910
ILMN_1708728		55766
ILMN_1708743		64943
ILMN_1708747		341418
ILMN_1708769		3687
ILMN_1708772		390190
ILMN_1708778		445
ILMN_1708779		10578
ILMN_1708782		4238
ILMN_1708787		199692
ILMN_1708789		10111
ILMN_1708790		765
ILMN_1708798		55840
ILMN_1708805		8202
ILMN_1708833		325
ILMN_1708841		64083
ILMN_1708845		4543
ILMN_1708858		1454
ILMN_1708861		116135
ILMN_1708881		55647
ILMN_1708886		645832
ILMN_1708890		83937
ILMN_1708891		152579
ILMN_1708900		54929
ILMN_1708901		4109
ILMN_1708905		374443
ILMN_1708906		55571
ILMN_1708907		644890
ILMN_1708916		57595
ILMN_1708922		25
ILMN_1708925		50614
ILMN_1708934		133
ILMN_1708936		51010
ILMN_1708941		374467
ILMN_1708946		27183
ILMN_1708950		253982
ILMN_1708954		54433
ILMN_1708957		4604
ILMN_1708959		55669
ILMN_1708982		391107
ILMN_1708983		55259
ILMN_1708987		374875
ILMN_1708989		6899
ILMN_1708991		219771
ILMN_1709020		4605
ILMN_1709024		196968
ILMN_1709026		221749
ILMN_1709032		79443
ILMN_1709035		10665
ILMN_1709039		6137
ILMN_1709042		5936
ILMN_1709043		55848
ILMN_1709044		60436
ILMN_1709050		79864
ILMN_1709054		6134
ILMN_1709056		26259
ILMN_1709067		148398
ILMN_1709075		29789
ILMN_1709085		83903
ILMN_1709091		27199
ILMN_1709092		150000
ILMN_1709094		3977
ILMN_1709101		11214
ILMN_1709112		1121
ILMN_1709114		10454
ILMN_1709124		57719
ILMN_1709132		55250
ILMN_1709142		5813
ILMN_1709153		51334
ILMN_1709162		79801
ILMN_1709167		148
ILMN_1709173		57824
ILMN_1709177		347365
ILMN_1709194		151556
ILMN_1709204		50856
ILMN_1709227		338657
ILMN_1709233		2153
ILMN_1709237		2053
ILMN_1709247		5519
ILMN_1709253		54207
ILMN_1709256		5339
ILMN_1709257		53820
ILMN_1709265		81790
ILMN_1709269		1010
ILMN_1709287		55152
ILMN_1709294		55143
ILMN_1709296		139081
ILMN_1709300		3567
ILMN_1709307		26086
ILMN_1709319		196541
ILMN_1709322		6164
ILMN_1709333		4939
ILMN_1709334		10548
ILMN_1709346		1212
ILMN_1709348		216
ILMN_1709350		2921
ILMN_1709360		116984
ILMN_1709367		84070
ILMN_1709377		7576
ILMN_1709396		11235
ILMN_1709399		284723
ILMN_1709408		10747
ILMN_1709413		134701
ILMN_1709434		5212
ILMN_1709439		5119
ILMN_1709440		1368
ILMN_1709451		29844
ILMN_1709471		152330
ILMN_1709472		149647
ILMN_1709474		7840
ILMN_1709479		10413
ILMN_1709483		4361
ILMN_1709484		641
ILMN_1709486		8406
ILMN_1709541		487
ILMN_1709549		9842
ILMN_1709570		196294
ILMN_1709571		2186
ILMN_1709584		7001
ILMN_1709590		5239
ILMN_1709593		2019
ILMN_1709604		26784
ILMN_1709605		149175
ILMN_1709607		400661
ILMN_1709611		5682
ILMN_1709613		3479
ILMN_1709623		5598
ILMN_1709626		122509
ILMN_1709630		203260
ILMN_1709634		134147
ILMN_1709635		151258
ILMN_1709645		84733
ILMN_1709650		360132
ILMN_1709659		256472
ILMN_1709674		9945
ILMN_1709681		2562
ILMN_1709683		9770
ILMN_1709707		286042
ILMN_1709708		353140
ILMN_1709717		131578
ILMN_1709719		23566
ILMN_1709722		387316
ILMN_1709725		390928
ILMN_1709728		64924
ILMN_1709734		652
ILMN_1709740		57544
ILMN_1709747		9941
ILMN_1709750		64420
ILMN_1709763		646603
ILMN_1709767		284100
ILMN_1709768		100128818
ILMN_1709772		27131
ILMN_1709795		5880
ILMN_1709796		189
ILMN_1709799		80739
ILMN_1709800		22932
ILMN_1709809		4809
ILMN_1709814		57407
ILMN_1709815		29942
ILMN_1709817		55032
ILMN_1709820		313
ILMN_1709824		56104
ILMN_1709825		112840
ILMN_1709847		3769
ILMN_1709851		6917
ILMN_1709860		55898
ILMN_1709870		54626
ILMN_1709877		339976
